名前	文明	種族	パワー	コスト	進化	効果	トリガー
封魔レラージェス	2	38,89	2000	2				
堕魔 グリナイブ	2	189,203	1000	3				
スキャット・ハンド	2			3			1	
ポリスワン	3	188	3000	4				
IPPON釣吉	3	188	1000	4			1	
八艘剣士ヨシツネ	3	58,88	3000	3				
”K－殴”ララッタ	3	193	3000	3				
”E－闘”ララッタ	3	193	1000	3				
ミサイル”J－飛”	3	193	2000	2		6		
ゴゴゴ・Go1・ナックル	3	0		3			1	
ベベキャベツ	4	195	12000	9		5		
たぴおかぴ	4	195	6000	6		3		
ウイングアイ・マック	4	69	5000	6			1	
夜更かしメイ様	4	72,109	4000	3				
ムオーム	4		3000	3				
ラクオクラ	4	195	1000	2				
デンジャラス・トラップ	4	0		3				
☆黙示幻月スプートニック☆	0,1	27,20	2500	4		1,12		
☆アクアン・ファミリー☆	1	0		4				
☆「命」の萌 グレイテスト・グッド/いのちだいじに…な☆	5	130,135	1000	3/5				
☆群島青鰹鳥アオ・アシカ・ツオドリ☆	1	2,86	9000	8		3,4		
最強虫 ナゾまる	4	195	1000	2				
マツぽっくん	4	195	13000	4		5		
ザンジェットW7	5	188	9000	7		6	2	
ポクチンちん	5	188	3000	3				
カブトリアル・クーガ/ミステリー・ディザスター	4	195	13000	8/5		5,6		
ゴールデンデン・トラップ	4	0		7			1	
煌メク聖壁 灰瞳	0	183,202	8000	8		3		
ハヤブサノ裁徒Z/ヒーリン・マスカラス	0	183,202	3000	3/5		1		
蛇修羅コブラ	2	189	9000	8		1,3		
スーパー・デーモン・ハンド	2	0		6			1	
ドンドド・ドラ息子	3	188	2000	4				
救世主ウマシカ	3	188	4000	7			1	
光サス奇跡ノ裁徒	0	183,202	10500	10		1,3		
フラッシュ・スパーク	0	0		6			1	
暴走機 ”F－亞”	3	193,157	5000	5		6		
ゼンメツー・スクラッパー	3	0		3			1	
”末法”チュリス	3	193	3000	6				
グッド”MSL”バウンサー	3	193	11000	8		3,6		
堕魔 ジグス★ガルビ	2	189,203,213	6000	6		3		
卍月の流星群	2	0		4				
怒りの赤髭 ゴセントラス/目覚めし鋼牙のブレイン	1	190	7000	7/5		1,3		
貝獣 パウアー	1	190	5000	7		1		
潜水兎 ウミラビット	1	191,190	7000	6		3	2	
インパラスカス	4	191,195	2000	2				
☆鉄壁と欠陥の砦☆	0,2	0		9			1	
めっちゃ！デンヂャラスG3/ケッシング・ゼロ	5	188	21300	10/5			1	
無双龍幻バルガ・ド・ライバー	3,4	50,66,109	14000	10		5,6,12	2	
摩破目 ナトゥーラ・トプス/ストンピング・ウィード	4	149	12000	8/3		5,6		
無双龍聖イージスブースト	0,4	82,66,109	3500	6		1,12	1	
龍幻のトラップ・スパーク	0,4	0		8		12	1	
「終焉」の頂 オーエン・ザ・ロード	0	41,120,125	11500	11		1,3		
「創世」の頂 セーブ・ザ・デイト	0	11,120,125	10500	10		1,3		
「逆相」の頂 オガヤード・スンラート	5	120,125	13000	15		5		
懐疑の虎狼 ミラーズホロウ/「汝は偽名なりや？」	0	120,41	7000	7/3		1,3		
創世と終焉のゼニスパーク	0	0		6			1	
トライガード・チャージャー	0	0		4		7		
A.Q.C	0	192,183	8500	7		1		
☆雷炎聖霊ディアマンテ・ロッソ☆ 	0,3	51,11	6500+	12		1,5,6,12		
☆剛撃聖霊ネフィリム・レムリア☆ 	0,4	11,68	15500	11		1,5,12	2	
☆光姫聖霊エレクトラ☆ 	0	11,18	9500	8		1,3		
 ☆幻月聖霊クレール・ド・リュヌ☆ 	0,1	11,27	12500	9		1,5,12		
☆星辰の精霊アンドロメダ☆ 	0,1,2	11	17500	13		1,5,12		
☆蒼穹の精霊アガスティア☆ 	0,1	11	11500	8		1,3,12		
☆払暁の精霊エスペラント☆ 	0	11	10500	10		1,3		
☆光明の精霊アルカス☆ 	0	11	9500	7		1,3		
☆鎧亜の宿業 クロム・ジハード☆ 	0,1,2	122,85	10500	7		1,3,12	1	
☆鎧亜の真言 ミスト・リリィ☆ 	0,1,2	122,85	4500	5		1,12		
☆アームド・ルピア☆　	3	59	1000	3				
☆キャスト・オフ・バースト☆　 	3	0		7			1	
☆双竜合心 ユニゾン・ワイバラゴン/分かたれし心を繋ぐとき☆ 	3	50,51	5000+	7/7		3,6		
☆リサイクル・ワイバーン/超高速射出成形機☆　 	4	51	4000	4/5				
☆装甲拠点　カクレザト☆ 	0,3,4	96		6		12		
☆時空の飛竜 ヴァルキリー☆ 	3,4	51,103	5500	10				
☆聖剣の覚醒者 ヴィオン・ワルキューレ☆ 	3,4	51,103	11000	11		3		
☆超次元 クリムゾン・ホール☆ 	3	0		8				
☆ザ・ビースト・ワイバーン/アーマード・スティンガー☆ 	3	51	5000+	4/6			2	
☆ライトニング・ワイバーン/ライトニング・クロックアップ☆ 	0	51	5000	4/4		1	1	
☆聖剣雷獣トラジェディ☆ 	0	51	12000	8	1	1,5	2	
☆竜が唯一友とする☆ 	3	0		6				
☆"罰怒"ブランドULtd+☆ 	3	191,194,193	7000	8		3		
☆天戒の聖霊王 シディウス☆ 	0	11	12000	13	1	1,5		
☆贖罪の燭 アルマ=ルチェールナ☆ 	2,3	160	3500	3		12		
☆贖罪の縛 アルマ=コルエチオ☆ 	2,3	160	4500	4		12		
☆贖罪の奏 アルマ=カンティクム☆	2,3	160	5500	6		12	1	
☆罪ハ汝ヲ喰ラウ☆	2,3	0		5		12	1	
☆贖罪の穢 アルマ=イムンダ☆ 	2,3	160	8500	7		3,12		
☆贖いの十字架☆ 	2,3	1		3		12		
☆地獄ノ焱ヨ天ヲ焦ガセ☆	3	0		4				
☆灼熱ノ翳ヨ地ニ舞エ☆ 	2	0		8				
☆「祝」の萌 エンゲージ/嫁にはやらん☆	5	130,135	5500	6/8			1	
☆ ｢戦慄｣の萌 ユリウス/本日の子守唄 ｢運命｣☆	5	130,135	9500	8/2				
☆アクアンのお買い物☆	0,1	0		4		12	1	
ドンジャングルS7	4	188	8000+	8		3,6		
煌世の剣 メシアカリバー	0	202,183	7000	7		1,3		
煌世主 サッヴァーク†	0	205,183	17000	10		1,5		
牙修羅バット/真血染める闇牙	2	194,189	8000	7/8		3		
堕天ノ黒帝 絶十	2	202,189	6000	7		3		
龍罠 エスカルデン/マクスカルゴ・トラップ	4	195,194	5000	5/7				
Vチャロン	5	188	8000	7		3		
ラルド・ワースピーダ/H.D.2.	4	195	8000	3/5				
ソーナンデス	4	188	7000	6		3,6		
ゴゴゴ・Cho絶・ラッシュ	3	0		4			1	
次元の嵐 スコーラー	1	190,192	11000	11		3		
Q.Q.QX./終葬 5.S.D.	4	195	4000	4/8				
ウォーター・イン・ザ・ダーク	1	0		5			1	
無双の縛り 達閃/パシフィック・スパーク	0	183	4500	6/3		1		
☆龍装の守り 流土礼☆ 	0	194,183	4500	5		1		
☆音革のD ヘブンズ・ゾディアック☆ 	0,1	187,0		5		12		
☆反転の翼 スバーリ☆ 	0	140	2000	2		1		
☆風翠剣 武装換装術☆ 	1,4	0		4		12		
☆殲滅のクリティカル・スパーク☆ 	0,2	,0		6		12	1	
☆魔導師の精霊龍　マホズンⅫ☆ 	0,1	147,165,155	9500	8		3,12	2	
☆神滅精霊デストップ☆ 	0,2	11,44	8000	6		1,12		
☆風翠剣 大地の術☆ 	1,4	0		3		12	1	
☆ポイッとボックス☆ 	5	188	1000	6				
☆伝説の復活 グレンロマノフ☆ 	1,2,3	144,89	7000	7		3,12	2	
☆伝説の復活 オリオX☆ 	0,1,4	140,75	2500	3		1,12		
☆伝説の復活 デス･サイン☆ 	0,1,2	0		6		12	1	
☆伝説の復活 バルカディア☆ 	0,1,2	11,41	12000	8		5,12		
☆伝説の復活 ボルシャンテ☆ 	0,1,3	50	7500	7		3,12		
☆伝説の復活 VAN・ジョニー☆ 	5	188,125	10000	10		3,6		
☆伝説の復活 ミラクルの裁き☆ 	1,3,4	0		6		12		
☆伝説の復活 レジェンド・アクア☆ 	0,1,2,3,4	28	25000	12		12		
☆英傑神槍 グングニル☆ 	1	1		6				
☆英傑壊剣 レーヴァテイン☆	3	1		6				
☆英傑封刀 天叢雲☆ 	4	1		5				
☆英傑玩形 アリス・フレンズ☆	2	1		5				
 ☆蒼錬禁の希望 ディーオ/俺が付いている！心配するなっ！☆ 	1	88,89,126	7000	7/5		3		
☆恋心の紅騎士 シャーナ/別に、勘違いしないでよね！☆ 	3	88,89,126	7000	7/6		3,6		
☆風翠剣の瀟洒 サクラ/はわわわわわっ……！？☆ 	4	88,89,126	6000	6/5		3		
☆闇御伽の小悪魔 ロリータ・アリス/さぁ、ステキなパーティの始まりよ！☆ 	2	88,89,126	7000	7/6		3		
☆無垢なる子 タナトス☆ 	5	160,88,89	3000	5				
☆烈風英雄陣☆	3,4	0		7		12		
☆ボルシャック・ブラスター☆	3	0		6				
☆ボルシャック・ラピア☆	3,4	59	1000	4		12		
☆コード・ナイン☆	0	1		9				
☆チェーン・ディメンジョン☆	4	1		4			1	
☆露苦と祝砲の大熱狂☆	1,3	0		5		12		
☆魔天と黒神の絶対領域☆ 	2	0		11				
☆神運の絆 ファイブスター☆	0,1,2,3,4	103,11,109	1000	5		1		
☆神運王 ファイブスター☆ 	0,1,2,3,4	103,11,109	6000	8		1		
☆闘竜左神ソウルフラワー☆ 	2	139,54	6000	6		3	2	
☆封魔左神ワールドハピネス☆ 	2	38,139	5000	5				
☆霊騎右神ウドー☆ 	0	9,139	3000	4				
☆王機右神フジロック☆ 	0	23,139	5000	5		1		
☆永劫を引き裂くもの エムラクール☆ 	5	160	13000	15		5	2	
☆クレジットカード☆ 	2	187,0		1				
☆裏切りの蒼頭龍 ブラックバイケン☆ 	1,2	95,89,83	6000	8		3,29		
☆大河聖霊Ｎ・オブリージュ☆	0,1	11,99	12500	10		1,5,12		
☆「魔法」の極み ハデス☆	5	120,112,125	12000	10		1,3		
☆贖罪の館 アルマ=マンシオ☆	2,3	187,0		4		12	1	
☆創成セシ魂ノ正裁Z☆	0	216,0		8				
☆世ニ煌メク龍喚ノ正裁Z☆	0	216,0		6			1	
☆再臨スル紋章ノ正裁Z☆	0	216,0		7				
☆テンライノ裁徒/悠久ノ裁キ☆	0	202,183,201	1000	3/3				
☆エルーダノ裁徒/龍紋ノ裁キ☆	0	202,194,183,201	4500	4/2				
☆シルゴノ裁徒/正裁ノ裁キ☆	0	202,183,201 	1000	3/2				
魂穿ツ煌世ノ正裁Z	0	216,0		7				
 ☆スワップ・タンカー/トリップ・ライフ☆	4	195	7000	7/3		3	1	
☆堕天の翼オリオティス/オリオティス・ミスジャッジ☆	2	40	4000	7/4		1	1	
超機動罠 デンジャデオン/地獄極楽トラップ黙示録	4	195	6000	6/8		3	1	
☆デイープ・ザ・ネーレウス/マリアナ・フィート☆	1	26,34	2000	5/2				
ドッカン! ゴートッQ	3	188	8000	7		3,6	2	
堅珠ノ正裁Z	0	0		2				
転生ノ正裁Z	0	0,216		3				
メイプル超もみ人	4	188	1000	3				
タイク・タイソンズ	4	188	1000	2				
天体かんそ君	4	188	3000	4				
マナゴリラ	4	195,192	7000	6	8	3		
堕魔 ドゥリンリ	2	189,203	2000	2				
ドギラゴン・チャンス	3	0	0	3			1	
超DX ブリキンジェット	3	164,168,155	1000	5		6		
宿命のドギラゴン銀刃	3,4	153,155,164 	9000	7		3,12		
凶鬼93号 ジャジャン/冥界からの重低音	2	189	1000	3/5		9		
紅弔の魔人 ギリアール/闘い踊る凶器	2	41	4000	5/3				
ソプラノ裁徒/メロディアス・メロディ	0	202,183	3500	3/4		1	1	
第六戦街 ラヴ・ガトラー/漆黒の裏六戦街	1	99,190	7000	6/9		1,3		
ゴリガン砕車 ゴルドーザ/ダイナマウス・スクラッパー	3	193	4000	4/5		6	2	
南海の捜索者 モルガラ/トリプル・ブレイン	1	190	1000	3/5				
龍装者 トラッシュ・ナック/「お前もやったれや！」	3	194,193	5000	5/3		6		
運命の新星 クシカーツ	3,4	164,168,155	4000	3		12		
堕呪 ンカヴァイ	1	203,0		5			1	
堕呪 カージグリ	1	203,0		3			1	
堕呪 バレッドゥ	1	203,0		2				
堕呪 ウキドゥ	1	203,0		2				
卍堕呪 ゾグジグス	1	0,203		6				
ハンマノ裁徒	0	202,183	6000	4		1,3		
ミソラノ裁徒Z	0	202,183	2500	4				
刻鳥ノ正裁Z	0	216		4				
龍装者 デュオ・コマンドー	0	194,183	6000	6		3		
聖煌ノ天帝 絶兆	0	202,183	6000	7		1,3		
DB”ファンク“Ｃ-軍	3	193	5000	5				
グロティス・インカーン/陰影なる印影	2	189	6000	6/3		3		
凶鬼卍号 メラヴォルガル	2	189,41,214	11000	8		3		
メガブースト・チュリス/「ぶっ飛び特攻ッス！」	3	193	6000	6/2		2,3	2	
こたつむり	3	192,193	2000+	2				
青守銀 スクザミ/ナムアミ・ルーン	0	183	4000	4/4		2	2	
晩惨の貪り 泥名	0	183	6000	6		3		
特級潜湿艦 リゲタリア	1	190	7000	7		3		
幻墨杜氏 メンダ	1	190	3000	4		1		
ティン★ビン	2	189,213	4000	4				
連殺の卍月ハンド	2	0		7			1	
ジャンピン気球“Jｰ空”	3	193	3000	3		2	2	
ジャンゴ・ニャーンズ	4	191,188	6000	6		2	2	
エイトビートルズ/R.C.4.	4	195	6000	6/4		3		
The ガッツリ漢	4	188	9000	7		2,3	2	
おテントさん	4	188	5000	5				
アゲアゲ・マイコー	4	188	4000	3		2	2	
宣凶皇エール・モーレ	0	13	6000	6	8			
奇石 イシガネ/センキン・ウォール	0	183	3500	3/3		1		
青守銀 アドマニ	0	183	4500	5		1		
浄化ノ正裁Z	0	216,0		5				
カリバー・サンクチュアリ	0	0		3			1	
頑固水産 ガンパチ	1	190,191	3000	4				
龍装者 バタラス/ネプタラン・ウェイブ	1	194,190	5000	5/2		2	2	
赤き熱槍 ベタン	1	190	2000	3		1		
凶鬼24号 ババンク	2	189	7000	4	8	3	2	
罰点医 リブロス	2	189	4000	4			1,	
堕魔 ドゥジード	2	189,203	9000	2		1		
デコピン・チュリス/ アンタモ・アーメン	3	193	3000	3,2				
オンリー・リザード	3	64	3000+	5		3		
“NNW”サブロー	3	193	2000+	4				
“Ｒｰ夢”ララッタ	3	193	2000	3				
ワンツーサン・ドーン	3	0		5			1	
大神秘の超人	4	88,68	6000+	6	8	3		
ラ・トビ・トール/ケンドリック・ハーヴェスト	4	195	3000	3/6				
デュエダインD	4	188	4000	6			1	
C.W.テラス	4	188	4000	4				
☆熾烈なる鎧亜の粛清☆	0,2,3	0		5		12	1	
☆要請と対応のメカニズム☆	0,1	0		4		12	1	
☆ 厳戒のイーグルアイ☆	0,2	8	2000	3		1,12		
シューズッキュン	4	188	2000	3				
キューデン・トラップ	4	0		5			1	
はねるのポりん	5	188	4000	5				
豪雷の求道者ムジ・ガンダール	0	19		5	3500	1	1	
赤攻銀 イザヤック	0	183	4000	4				
定石の始め 真古	0	183	3500	3				
奇石 フォス	0	183	2000	2				
チェサイズ・ジム	0	0		3			1	
天樹ノ正裁Z	0	0,216		2				
フィスト・レイギーヨ	1	33	4000	5		1	1	
弾丸応動スケーズハンター	1	23	3000	4		2		
貝獣 チャック	1	190	1000+	3				
同じ釜の仲間 ジーラス	1	190	1000	3		1		
貝獣 ナマコッコ	1	190	1000	2				
凶鬼85号 ユーズル	2	189	5000	5				
凶鬼58号 ドドーザ	2	189	2000	4		1		
ウェルター・ラッシャー	2	189	6000	3		3		
ギガベゲイン	2	37	4000	3		1	1	
堕魔 グリゲドル	2	189,203	2000	3				
夜更人形ジェニコ	2	42	2000	2				
幽腐院の怨泉	2	0		2			1	
すわれ！大焼きくん	3	188	7000	6		3		
ピーター・バーガー	3	188	4000	4				
ウラニック・ギガント	3	57	2000	4			1	
アリマ・チュリス	3	193	3000	3				
ビビラ戦車 ギョロンパ	3	193	2000+	2				
“Ｍ-瑠”ララッタ	3	193	2000	2				
ガンガン・G・B	3	0		2			1	
ダダイモグ・タンク	4	195	6000	5		3		
おいも三兄弟	4	188	5000	4				
ホッチKISS	4	188	3000	4			1	
ばにーら	4	195	4000	3				
テレビジオン	4	188	3000	3				
メイプル超もみ人	4	188	1000	3				
ボーボボ・ボーボ坊	4	188	3000	2				
マシュるん	4	195	5000	1				
メゾン・ド・マタンゴ	4	0		5			1	
DX銃斬首領 SEVEN	4	188	11000+	8		3		
ダダダッシュX	4	188	7000	7		3		
ふでがき師匠／一筆奏上！	4	188	3000	4/5				
虫取りアーミー	4	188	8000	8		3		
ニルバーナー	4	188	4000	8			1	
オヴ・シディア†	0	202,183	15000	10		1,5,15	2	
煌メク聖晶 弩楼／ビスティック・マース	0	202,183	11500	9/4		1,3	1	
青守銀 ダンケ	0	202,183	6500	6		1,3	1	
天門ノ裁キ	0	0		6				
集結ノ正裁Z	0	0,216		4				
暴命天 バラギアラ／ガイアの目覚め	4	218	14000	9/8		32	1	
虹出づる繭 ミノガミ／帝の目覚め	4	195	7000	6/3		3		
レレディ・バ・グーバ／ツインパクト・マップ	4	195	9000	7/1			1	
ドンド・ラフーイ／ネオン・ジオング	4	195	5000	5/8				
コンダマ／魂フエミドロ	4	195	4000	4/3				
卍 ギ・ルーギリン 卍／卍獄ブレイン	1	214,190	9000	8/1		1,3		
メガロ・デストロイト	2	189	5000	7				
ソー☆ギョッ	1	190	2000	3				
堕呪 ギャプドゥ	1	0,203		2			1	
堕魔 ヴォジャワ	2	189,203	4000	4		1		
天地命動 バラギアラ/天上天下輪廻独尊	4	195,219	17000	9/8		5		
天地命動 バラギアラ/輪廻暴聖	0,4	195,219	17000	9/5		5,12	1	
天地命動 バラギアラ/輪廻暴氷	1,4	195,219	17000	9/4		5,12 		
天地命動 バラギアラ/輪廻暴冥	2,4	195,219	17000	9/6		5,12 	1	
天地命動 バラギアラ/輪廻暴炎	3,4	195,219	17000	9/3		5,12 		
オラマッハ・ザ・ジョニー	4	188	13000	8		5		
始虹帝 ミノガミ	4	195	5000+	5		6	2	
堕呪 ザフィヴォ	1	0,203		4				
月下卍壊 ガ・リュミーズ 卍	1	214,0		99				
卍 新世壊 卍	1	0,220		2				
水晶の記録 ゼノシャーク/クリスタル・メモリー	1	190	1000	3/4			1,2	
神業の精霊ムルジム	0	11	9500	9		1,3		
龍蒼者 ゼブルエ/ローゼス・ブルーム	0	194,183	8500	7/4		1,3	2	
超煌ノ裁キ ダイヤモン将	0	202,183,201	4000	4		1		
不夜城艦 クランヴィア	1	190	4000	4			2	
阿修羅ンチュラ/傀儡が来る！	2	189	9000	7/8		1,3	2	
凶鬼02号 ドゴンギヨス	2	41,189	6000	6		3		
龍星装者 “B-我”ライザ	3	194,193	8000	8		3	2	
“B-暴” 砲台 ストロンガ/絶対無敵シールド	3	193	9000	7/6		3	2	
闇の花カオスヒマワリ	4	195,192	15000	11		5		
ノリのりん	5	188,192	1000+	4				
ナゾの光・リリアング	0	192,183	2000	2				
スチームオクトパンク	1	192,190	8000	8		1,3		
黒目龍竜	2	192,118	13000	10		5		
印鑑D	3	192,109,193	5000+	6		6	2	
ヘビー級ヘビー	4	195,192	19000	3	8	32		
むじゅうりょ君	5	188	8000	7		3		
奇石 ベイブレンラ/スーパー・エターナル・スパーク	0	183	3500	4/5			1,2	
ドクロデルス	2	192,189	6000+	6		3	2	
ゲオルグ・バーボシュタイン/ゴースト・タッチ	2	189 	3000	4/2			1,2	
“T-風” 戦車 ガンデルン	3	193	7000	5		3		
メガゴーワン・チュリス/ゴゴゴ・Go1・ナックル	3	193	3000	3/3			1,2	
パック・リーマン	4	188,192	13000	9		5		
カワモリデン/リーフストーム・トラップ	4	195	3000	3/4			1,2	
メッサー・シュミット	4	195,217	8000+	8		3		
自称辞書	5	188,192	4000	5				
ペリルドッター	0	192,183	5000+	3	8			
トランプ・だいとうりょう	0	192,183	52000	13			2	
賀二流忍者ザリガニンゾウ	1	192,190	13000	8	8	5,2		
ナンバークエスチョン	1	192,190	6000	6		3		
泡の魔神・アワンデス	1	192,190	2000	5				
シーラネッシー	1	192,190	3000	4			1	
「拳」の頂 デシブコ・グーチーパ	5	120,192,125	21000	11		32		
ピラミットーテム	0	192,183	5000	6		11		
エイエイオー	1	192,190	2000	9			1	
聖剣ナ・ベイベー	2	145		3				
六剣ロール	2	124,107,88,192,150	6000	5		3	2	
ピアノザウルス	3	188,192	7000+	7		3,6		
グレープ・ダール	4	188,192	5000	5		6		
奇石 ケイヴ	0	183	4000	4				
三身の歩み 復器/フッキード・リカバリー	0	183	6000	3/6		3	2	
